game,timestamp,win_rate_p0,win_rate_p1,draw_rate,games_per_sec,loss,memory_size,epsilon
100,2026-05-02T21:14:32.141755,25.0,59.0,16.0,3.054078286852961,3.4810597896575928,4199,1.0
200,2026-05-02T21:15:01.071874,20.5,66.0,13.5,3.2428985109502246,3.933802366256714,7904,1.0
